model,split,horizon_min,zone,n_samples,pct,total
gru_c2_zw,val,30,A,36510,80.45039883654313,45382
gru_c2_zw,val,30,B,7810,17.20946630822793,45382
gru_c2_zw,val,30,C,9,0.01983165131549954,45382
gru_c2_zw,val,30,D,1050,2.313692653474946,45382
gru_c2_zw,val,30,E,3,0.006610550438499846,45382
gru_c2_zw,val,60,A,31139,68.61531003481556,45382
gru_c2_zw,val,60,B,12279,27.056982944779868,45382
gru_c2_zw,val,60,C,99,0.2181481644704949,45382
gru_c2_zw,val,60,D,1851,4.078709620554405,45382
gru_c2_zw,val,60,E,14,0.030849235379665947,45382
gru_c2_zw,val,90,A,26400,58.17284385879864,45382
gru_c2_zw,val,90,B,16100,35.47662068661584,45382
gru_c2_zw,val,90,C,229,0.5046053501388216,45382
gru_c2_zw,val,90,D,2593,5.7137190956767,45382
gru_c2_zw,val,90,E,60,0.13221100876999692,45382
gru_c2_zw,test,30,A,36896,81.27767375261593,45395
gru_c2_zw,test,30,B,7575,16.686859786320078,45395
gru_c2_zw,test,30,C,25,0.05507214450930719,45395
gru_c2_zw,test,30,D,899,1.9803943165546867,45395
gru_c2_zw,test,30,E,0,0.0,45395
gru_c2_zw,test,60,A,31724,69.88434849653045,45395
gru_c2_zw,test,60,B,11894,26.20112347174799,45395
gru_c2_zw,test,60,C,116,0.25553475052318536,45395
gru_c2_zw,test,60,D,1644,3.621544222932041,45395
gru_c2_zw,test,60,E,17,0.03744905826632889,45395
gru_c2_zw,test,90,A,27855,61.36138341227007,45395
gru_c2_zw,test,90,B,14812,32.62914417887433,45395
gru_c2_zw,test,90,C,272,0.5991849322612622,45395
gru_c2_zw,test,90,D,2378,5.2384623857253,45395
gru_c2_zw,test,90,E,78,0.17182509086903844,45395
gru_c2_zwh30,val,30,A,37395,82.40051121590058,45382
gru_c2_zwh30,val,30,B,6833,15.056630382089816,45382
gru_c2_zwh30,val,30,C,5,0.01101758406416641,45382
gru_c2_zwh30,val,30,D,1146,2.525230267506941,45382
gru_c2_zwh30,val,30,E,3,0.006610550438499846,45382
gru_c2_zwh30,val,60,A,31421,69.23670177603455,45382
gru_c2_zwh30,val,60,B,11646,25.6621568022564,45382
gru_c2_zwh30,val,60,C,86,0.18950244590366225,45382
gru_c2_zwh30,val,60,D,2213,4.876382706800053,45382
gru_c2_zwh30,val,60,E,16,0.03525626900533251,45382
gru_c2_zwh30,val,90,A,26604,58.62236128861663,45382
gru_c2_zwh30,val,90,B,15626,34.43215371733287,45382
gru_c2_zwh30,val,90,C,199,0.4384998457538231,45382
gru_c2_zwh30,val,90,D,2900,6.390198757216518,45382
gru_c2_zwh30,val,90,E,53,0.11678639108016395,45382
gru_c2_zwh30,test,30,A,37685,83.01575063332966,45395
gru_c2_zwh30,test,30,B,6762,14.895913646877409,45395
gru_c2_zwh30,test,30,C,24,0.05286925872893491,45395
gru_c2_zwh30,test,30,D,924,2.0354664610639936,45395
gru_c2_zwh30,test,30,E,0,0.0,45395
gru_c2_zwh30,test,60,A,32324,71.20607996475383,45395
gru_c2_zwh30,test,60,B,11128,24.51371296398282,45395
gru_c2_zwh30,test,60,C,92,0.20266549179425047,45395
gru_c2_zwh30,test,60,D,1835,4.042295406983148,45395
gru_c2_zwh30,test,60,E,16,0.0352461724859566,45395
gru_c2_zwh30,test,90,A,28089,61.87685868487719,45395
gru_c2_zwh30,test,90,B,14460,31.85372838418328,45395
gru_c2_zwh30,test,90,C,225,0.4956493005837647,45395
gru_c2_zwh30,test,90,D,2546,5.608547196827844,45395
gru_c2_zwh30,test,90,E,75,0.16521643352792156,45395
gru_c2_zwh30a,val,30,A,37206,81.98404653827508,45382
gru_c2_zwh30a,val,30,B,7402,16.310431448591952,45382
gru_c2_zwh30a,val,30,C,3,0.006610550438499846,45382
gru_c2_zwh30a,val,30,D,768,1.6923009122559605,45382
gru_c2_zwh30a,val,30,E,3,0.006610550438499846,45382
gru_c2_zwh30a,val,60,A,31862,70.20845269049403,45382
gru_c2_zwh30a,val,60,B,11867,26.149134017892557,45382
gru_c2_zwh30a,val,60,C,64,0.14102507602133005,45382
gru_c2_zwh30a,val,60,D,1562,3.4418932616455864,45382
gru_c2_zwh30a,val,60,E,27,0.05949495394649861,45382
gru_c2_zwh30a,val,90,A,27092,59.69767749327927,45382
gru_c2_zwh30a,val,90,B,15527,34.21400555286237,45382
gru_c2_zwh30a,val,90,C,179,0.39442950949715744,45382
gru_c2_zwh30a,val,90,D,2526,5.56608346921687,45382
gru_c2_zwh30a,val,90,E,58,0.12780397514433034,45382
gru_c2_zwh30a,test,30,A,37374,82.33065315563388,45395
gru_c2_zwh30a,test,30,B,7334,16.155964313250358,45395
gru_c2_zwh30a,test,30,C,4,0.00881154312148915,45395
gru_c2_zwh30a,test,30,D,683,1.5045709879942726,45395
gru_c2_zwh30a,test,30,E,0,0.0,45395
gru_c2_zwh30a,test,60,A,32294,71.13999339134266,45395
gru_c2_zwh30a,test,60,B,11625,25.608547196827846,45395
gru_c2_zwh30a,test,60,C,85,0.18724529133164444,45395
gru_c2_zwh30a,test,60,D,1369,3.0157506333296618,45395
gru_c2_zwh30a,test,60,E,22,0.04846348716819033,45395
gru_c2_zwh30a,test,90,A,28276,62.28879832580681,45395
gru_c2_zwh30a,test,90,B,14659,32.29210265447737,45395
gru_c2_zwh30a,test,90,C,195,0.4295627271725961,45395
gru_c2_zwh30a,test,90,D,2176,4.793479458090098,45395
gru_c2_zwh30a,test,90,E,89,0.1960568344531336,45395
