variant_label,model,split,horizon_min,mae,rmse,mae_pat_avg,rmse_pat_avg,clarke_pct_A,clarke_pct_B,clarke_pct_C,clarke_pct_D,clarke_pct_E
old_pers_resid,step6_hybrid_v2_pers_resid,test,30,10.562862396240234,15.430516242980955,12.01451018333435,16.983509197235108,91.36909351250138,7.463377023901311,0.0022028857803722,1.163123692036568,0.0022028857803722
old_pers_resid,step6_hybrid_v2_pers_resid,test,60,19.515539169311523,27.595909118652344,23.01338451385498,31.38405815124512,74.65139332525608,21.59048353342879,0.1013327458971252,3.623747108712413,0.0330432867055843
old_pers_resid,step6_hybrid_v2_pers_resid,test,90,26.098411560058597,36.18003082275391,31.61933700561524,42.095874366760256,63.502588390791935,30.223592906707783,0.3282299812754709,5.795792488159489,0.1497962330653155
cgega_ckpt,step6_v2_pers_resid_cgega_ckpt,test,30,10.95773983001709,15.653162956237791,12.25751573562622,17.141694622039793,91.38891948452472,7.644013657891838,0.0,0.964863971803062,0.0022028857803722
cgega_ckpt,step6_v2_pers_resid_cgega_ckpt,test,60,19.60473251342773,27.837926864624023,22.8473663520813,31.38053119659424,75.36733120387709,21.544222932040974,0.0947240885560083,2.947461174138121,0.046260601387818
cgega_ckpt,step6_v2_pers_resid_cgega_ckpt,test,90,25.90897750854492,36.29423141479492,31.11687801361084,41.78976364135743,64.22954069831479,30.104637074567684,0.3194184381539817,5.174578698094503,0.1718250908690384
clinical,step6_v2_pers_resid_clinical,test,30,13.998579025268556,19.42684364318848,15.04367862701416,20.700001773834227,85.04681132283291,14.563277894041194,0.0066086573411168,0.3788963542240335,0.0044057715607445
clinical,step6_v2_pers_resid_clinical,test,60,25.97796630859375,35.4020881652832,28.25659164428711,38.12308151245117,61.95616257297059,36.10970371186254,0.1718250908690384,1.592686419209164,0.1696222050886661
clinical,step6_v2_pers_resid_clinical,test,90,33.80659866333008,45.614994049072266,37.67514556884765,49.81615470886231,50.040753386936885,45.74953188677167,0.3987223262473841,3.284502698535081,0.5264897015089768
