model,split,horizon_min,metric,patient_avg,patient_sd,n_patients
lstm_phase_c1,val,30,mae,18.464493255615235,4.884199454024606,25
lstm_phase_c1,val,30,rmse,24.000804634094237,6.053217574437856,25
lstm_phase_c1,val,60,mae,25.134261779785156,6.937603834913996,25
lstm_phase_c1,val,60,rmse,32.826370010375975,8.773296359313964,25
lstm_phase_c1,val,90,mae,31.560185470581054,9.578563978988537,25
lstm_phase_c1,val,90,rmse,41.07617164611816,11.952337095149586,25
lstm_phase_c1,test,30,mae,19.198593978881835,6.167698047069099,25
lstm_phase_c1,test,30,rmse,24.858750686645507,7.738364660054209,25
lstm_phase_c1,test,60,mae,25.442785453796386,7.279175959081161,25
lstm_phase_c1,test,60,rmse,33.401601486206054,9.096844041194085,25
lstm_phase_c1,test,90,mae,32.07760944366455,9.126259761339954,25
lstm_phase_c1,test,90,rmse,41.872682113647464,11.062693382009037,25
gru_phase_c1,val,30,mae,17.021117515563965,5.289657748682134,25
gru_phase_c1,val,30,rmse,22.38379955291748,6.59139874500665,25
gru_phase_c1,val,60,mae,25.172667732238768,7.687467998535701,25
gru_phase_c1,val,60,rmse,32.76646003723145,9.399718686856186,25
gru_phase_c1,val,90,mae,31.974033737182616,10.216452374802504,25
gru_phase_c1,val,90,rmse,41.12580493927002,12.546054266826829,25
gru_phase_c1,test,30,mae,17.10255977630615,6.436248350632069,25
gru_phase_c1,test,30,rmse,22.52541934967041,8.085807481924544,25
gru_phase_c1,test,60,mae,25.31063934326172,8.175580994858265,25
gru_phase_c1,test,60,rmse,33.17085567474365,9.905936729097245,25
gru_phase_c1,test,90,mae,32.64825439453125,9.770744848373447,25
gru_phase_c1,test,90,rmse,42.314183654785154,11.635765439685951,25
