model,split,horizon_min,AP_pct,BE_pct,EP_pct,AP_n,BE_n,EP_n,n_total
step7_stacked_context,test,30,89.37555163283318,8.139894086496028,2.4845542806707854,40505,3689,1126,45320
step7_stacked_context,test,60,79.03795233892322,14.68667255075022,6.275375110326567,35820,6656,2844,45320
step7_stacked_context,test,90,75.09929390997353,16.694616063548104,8.206090026478376,34035,7566,3719,45320
step7_stacked_context,val,30,90.08100293552873,8.00538548127221,1.913611583199064,40813,3627,867,45307
step7_stacked_context,val,60,80.21939214690886,14.470170172379545,5.31043768071159,36345,6556,2406,45307
step7_stacked_context,val,90,76.34581852693844,16.637605667998322,7.016575805063235,34590,7538,3179,45307
