model,split,horizon_min,AP_pct,BE_pct,EP_pct,AP_n,BE_n,EP_n,n_total
step6_v2_pers_resid_gate_t125,test,30,87.52868490732568,10.710503089143867,1.7608120035304502,39668,4854,798,45320
step6_v2_pers_resid_gate_t125,test,60,77.16902030008826,18.788614298323036,4.042365401588703,34973,8515,1832,45320
step6_v2_pers_resid_gate_t125,test,90,74.68446601941747,19.772727272727273,5.542806707855251,33847,8961,2512,45320
step6_v2_pers_resid_gate_t125,val,30,87.600150087183,10.998300483369016,1.4015494294479882,39689,4983,635,45307
step6_v2_pers_resid_gate_t125,val,60,77.33021387423577,19.15818747654888,3.5115986492153533,35036,8680,1591,45307
step6_v2_pers_resid_gate_t125,val,90,74.68161652724744,20.480278985587216,4.838104487165339,33836,9279,2192,45307
