n_rows,n_participants,glucose_min,glucose_max,hypo_pct,tir_pct,hyper_pct,patient_avg_hypo_pct,patient_avg_tir_pct,patient_avg_hyper_pct,low_cap_pct,high_extreme_pct,median_duration_days,top_patient_row_share_pct,min_strict_5min_pct,mean_acf_lag_120m,mean_acf_lag_180m,first_mean_acf_below_0_2_minutes,first_abs_mean_pacf_below_0_1_minutes,patient_acf_halflife_min_minutes,patient_acf_halflife_max_minutes,bolus_minus_control_delta_60m,carb_minus_control_delta_60m,usable_sequences_120m_stride1,usable_sequences_180m_stride1
309392,25,40.0,444.0,6.586143145265553,71.7187257589078,21.695131095826653,7.43819536740128,60.6974864083532,31.864318224245515,0.3797771112375239,0.034583958214821325,13.29513888888889,53.42930651083415,100.0,0.5003344949183202,0.30302754374365376,225,15,75,260,-0.8206882208343151,14.777469118227813,308367,308067
