split,horizon_min,mae_pooled_300,mae_pooled_1000,mae_pooled_delta,mae_pooled_rel_pct,rmse_pooled_300,rmse_pooled_1000,rmse_pooled_delta,mae_hypo_300,mae_hypo_1000,mae_hypo_delta,mae_tir_300,mae_tir_1000,mae_tir_delta,mae_hyper_300,mae_hyper_1000,mae_hyper_delta,mae_pat_avg_300,mae_pat_avg_1000,mae_pat_avg_delta,clarke_A_300,clarke_A_1000,clarke_A_delta,clarke_D_300,clarke_D_1000,clarke_D_delta
val,30,10.284224510192871,10.383304595947266,0.09908008575439453,0.9634181522991312,15.051069259643555,15.07546329498291,0.02439403533935547,9.112879753112793,9.467371940612793,0.3544921875,9.372652053833008,9.414678573608398,0.042026519775390625,13.747477531433105,13.938640594482422,0.1911630630493164,11.861080923080443,11.926092109680177,0.06501118659973315,92.04750782248469,91.93292494821735,-0.1145828742673416,1.6129743069939624,1.679079811378961,0.06610550438499851
val,60,19.655025482177734,19.845693588256836,0.19066810607910156,0.9700730546088101,27.27098846435547,27.429855346679688,0.15886688232421875,23.28360366821289,23.614402770996094,0.3307991027832031,16.446428298950195,16.674123764038086,0.22769546508789062,28.908817291259766,28.923757553100586,0.014940261840820312,22.840915908813475,23.107921409606934,0.2670055007934593,73.98087347406461,73.50050680886694,-0.48036666519766413,5.592525670970869,5.59913622140937,0.00661055043850034
val,90,26.331331253051758,26.414875030517578,0.08354377746582031,0.3172789733376573,35.63737106323242,35.81499099731445,0.17761993408203125,34.999210357666016,34.75692367553711,-0.24228668212890625,20.85039710998535,21.083663940429688,0.23326683044433594,41.21113204956055,40.921932220458984,-0.2891998291015625,30.268202209472655,30.503142738342284,0.2349405288696289,61.99814904587722,61.68524965845489,-0.3128993874223269,7.577894319333656,7.450090344189326,-0.12780397514432984
test,30,10.400732040405273,10.48664379119873,0.08591175079345703,0.826016384805443,15.029744148254395,15.070629119873047,0.040884971618652344,10.42029094696045,11.004621505737305,0.5843305587768555,9.433228492736816,9.442142486572266,0.008913993835449219,13.773211479187012,13.933402061462402,0.16019058227539062,12.10807092666626,12.239491481781005,0.1314205551147456,91.26776076660425,91.18184822116973,-0.08591254543452465,1.9407423725079855,2.105958806035907,0.1652164335279216
test,60,19.76938819885254,20.06686782836914,0.29747962951660156,1.5047487890083922,27.218576431274414,27.514982223510742,0.2964057922363281,26.7508602142334,27.667028427124023,0.916168212890625,16.420330047607422,16.71776580810547,0.2974357604980469,28.753816604614258,28.8096866607666,0.05587005615234375,23.584464111328124,23.925564041137694,0.3410999298095696,72.78554906928076,72.04537944707567,-0.7401696222050873,6.408194735102985,6.390571648860006,-0.01762308624297848
test,90,26.268884658813477,26.604570388793945,0.33568572998046875,1.2778834516213189,35.35921859741211,35.7435188293457,0.38430023193359375,40.72366714477539,41.040611267089844,0.3169441223144531,20.534334182739258,21.007898330688477,0.47356414794921875,40.70611572265625,40.566200256347656,-0.13991546630859375,31.49169288635254,32.058453674316404,0.5667607879638652,61.10805154752726,60.74016962220509,-0.36788192532217323,8.443661196166978,8.240995704372729,-0.20266549179424942
