model,split,horizon_min,AP_pct,BE_pct,EP_pct,AP_n,BE_n,EP_n,n_total
step6_v2_pers_resid_clinical,test,30,88.4973521624007,9.849955869373344,1.6526919682259489,40107,4464,749,45320
step6_v2_pers_resid_clinical,test,60,79.4593998234775,16.68137687555163,3.8592233009708736,36011,7560,1749,45320
step6_v2_pers_resid_clinical,test,90,76.85569285083848,17.705207413945278,5.4390997352162405,34831,8024,2465,45320
step6_v2_pers_resid_clinical,val,30,88.79422605778356,9.857196459708213,1.3485774825082217,40230,4466,611,45307
step6_v2_pers_resid_clinical,val,60,79.38508398260754,17.220297084335755,3.394618933056702,35967,7802,1538,45307
step6_v2_pers_resid_clinical,val,90,76.52018451894851,18.723376078751627,4.756439402299866,34669,8483,2155,45307
