model,split,horizon_min,AP_pct,BE_pct,EP_pct,AP_n,BE_n,EP_n,n_total
step6_v2_pers_resid_cgega_ckpt,test,30,89.54104148278905,8.097969991173875,2.3609885260370698,40580,3670,1070,45320
step6_v2_pers_resid_cgega_ckpt,test,60,79.64474845542807,14.962488967343337,5.392762577228597,36095,6781,2444,45320
step6_v2_pers_resid_cgega_ckpt,test,90,75.8693733451015,16.522506619593997,7.608120035304501,34384,7488,3448,45320
step6_v2_pers_resid_cgega_ckpt,val,30,90.07658860661708,8.027457125830445,1.8959542675524754,40811,3637,859,45307
step6_v2_pers_resid_cgega_ckpt,val,60,80.40700112565388,14.85421678769285,4.738782086653276,36430,6730,2147,45307
step6_v2_pers_resid_cgega_ckpt,val,90,76.70117200432604,16.710442095040502,6.588385900633456,34751,7571,2985,45307
