model,split,horizon_min,AP_pct,BE_pct,EP_pct,AP_n,BE_n,EP_n,n_total
step6_v3_seq2seq,test,30,89.28729037952338,8.089143865842894,2.6235657546337157,40465,3666,1189,45320
step6_v3_seq2seq,test,60,79.23654015887026,14.744042365401588,6.019417475728155,35910,6682,2728,45320
step6_v3_seq2seq,test,90,74.60944395410415,17.285966460723742,8.104589585172109,33813,7834,3673,45320
step6_v3_seq2seq,val,30,89.98168053501666,8.049528770388681,1.9687906945946543,40768,3647,892,45307
step6_v3_seq2seq,val,60,80.19952766680646,14.507691968128546,5.292780365065001,36336,6573,2398,45307
step6_v3_seq2seq,val,90,75.06345597810493,17.935418368022603,7.00112565387247,34009,8126,3172,45307
